Campaign_Budget,Ad_Click_Rate,Conversion_Rate,Social_Media_Followers,Email_Open_Rate,Customer_Retention_Rate,Platform,Campaign_Type,Target_Audience,Region
86645.64,5.24,2.85,174633.0,26.43,55.19,Instagram,Lead Generation,Boomers,North America
59251.59,7.83,1.62,143755.0,34.97,91.11,LinkedIn,Content Marketing,Gen X,Asia
11111.01,6.55,8.65,346040.0,46.33,50.56,Twitter,Brand Awareness,Millennials,Europe
60463.38,9.36,7.67,177752.0,74.91,75.31,Instagram,Lead Generation,Millennials,Africa
66222.43,5.69,2.84,189090.0,14.86,80.82,Instagram,Lead Generation,Boomers,South America
35502.5,1.39,0.79,-44283.0,78.38,64.41,Google Ads,Brand Awareness,Millennials,Africa
46690.25,0.85,5.9,153640.0,72.88,61.91,Instagram,Content Marketing,Gen X,Asia
31529.52,9.69,3.71,339284.0,13.81,97.65,LinkedIn,Sales Promotion,Gen X,North America
35956.96,0.61,8.61,341573.0,47.53,86.21,Instagram,Sales Promotion,Gen Z,South America
65934.84,4.75,9.29,124351.0,65.01,53.09,LinkedIn,Sales Promotion,Gen X,Europe
76032.89,8.83,3.9,374558.0,33.55,86.84,Facebook,Sales Promotion,Gen Z,North America
46978.23,4.7,3.25,197555.0,45.66,90.93,Instagram,Brand Awareness,Boomers,Europe
24906.47,5.55,4.19,291156.0,43.41,89.88,Facebook,Lead Generation,Gen X,Asia
65894.32,8.35,5.22,151899.0,64.83,81.53,Facebook,Sales Promotion,Boomers,South America
30273.17,9.39,6.16,344533.0,53.26,59.44,Google Ads,Brand Awareness,Boomers,South America
55297.04,7.73,8.19,170194.0,46.57,63.66,Instagram,Brand Awareness,Gen X,North America
71799.28,8.93,1.92,144853.0,52.85,52.48,Facebook,Brand Awareness,Millennials,Asia
26954.45,4.02,2.02,268787.0,30.93,52.53,Twitter,Brand Awareness,Boomers,South America
24348.25,6.86,2.37,218999.0,77.67,74.38,Instagram,Brand Awareness,Boomers,North America
13445.47,9.1,2.99,408612.0,22.52,53.49,LinkedIn,Sales Promotion,Gen X,South America
61105.94,8.25,9.34,70260.0,66.74,73.83,Twitter,Brand Awareness,Millennials,Asia
26197.06,1.29,5.5,176195.0,63.04,89.84,Instagram,Brand Awareness,Millennials,Asia
62612.98,2.12,2.41,240453.0,49.03,91.27,Instagram,Brand Awareness,Gen X,North America
43671.14,4.6,4.99,44292.0,16.13,54.42,Facebook,Lead Generation,Gen Z,North America
68035.08,7.38,9.42,68373.0,19.21,77.45,Instagram,Sales Promotion,Gen X,Africa
25495.7,1.69,6.65,125800.0,19.32,95.85,LinkedIn,Sales Promotion,Gen X,North America
73749.5,6.02,1.13,309766.0,53.03,62.93,Facebook,Sales Promotion,Gen Z,South America
49476.82,3.17,3.32,66276.0,31.59,67.19,Instagram,Brand Awareness,Boomers,Europe
27936.39,3.27,2.39,265815.0,78.33,65.11,LinkedIn,Sales Promotion,Millennials,Asia
62466.7,4.15,2.59,3144.0,17.23,86.0,LinkedIn,Lead Generation,Gen Z,Africa
44898.59,5.55,3.23,221990.0,45.68,93.79,Instagram,Content Marketing,Gen Z,Africa
53967.3,9.66,3.33,186071.0,30.15,97.84,Instagram,Sales Promotion,Gen Z,Africa
32670.2,8.68,8.93,47996.0,46.48,79.31,Twitter,Sales Promotion,Millennials,South America
26570.66,4.3,5.71,183846.0,30.22,67.19,Google Ads,Content Marketing,Millennials,Asia
18590.9,1.74,9.44,208387.0,30.84,57.18,Facebook,Brand Awareness,Gen Z,South America
64154.3,6.6,1.4,250839.0,64.91,50.62,Facebook,Sales Promotion,Millennials,Asia
38674.42,9.9,9.44,98188.0,27.92,55.7,Facebook,Brand Awareness,Gen Z,Asia
76220.15,8.43,2.85,77916.0,33.56,51.49,Instagram,Brand Awareness,Gen X,Africa
67324.34,7.06,8.2,184399.0,64.55,79.57,Twitter,Content Marketing,Boomers,South America
57920.37,1.54,8.81,399678.0,42.24,67.96,Facebook,Content Marketing,Boomers,North America
95596.42,4.86,5.26,221812.0,10.83,73.72,Facebook,Sales Promotion,Millennials,North America
40324.42,3.26,2.6,-53895.0,29.26,77.31,Facebook,Content Marketing,Boomers,Europe
47384.74,5.69,8.47,351455.0,36.06,72.71,Google Ads,Brand Awareness,Boomers,Europe
21281.68,8.99,9.86,122658.0,60.93,56.18,Facebook,Lead Generation,Boomers,South America
58679.98,6.71,1.53,145530.0,21.79,65.45,Google Ads,Sales Promotion,Boomers,Africa
54170.55,4.09,1.13,181989.0,70.96,73.58,LinkedIn,Content Marketing,Gen X,North America
68880.87,4.68,7.19,282116.0,20.28,54.76,Instagram,Content Marketing,Boomers,North America
24779.66,5.33,4.9,50001.0,45.76,55.96,Facebook,Sales Promotion,Gen X,South America
70556.49,9.23,1.65,183450.0,13.64,97.09,LinkedIn,Sales Promotion,Boomers,Asia
61805.4,4.52,5.7,217021.0,43.52,67.34,Google Ads,Brand Awareness,Gen X,Africa
30897.85,6.19,3.16,134936.0,34.65,99.56,Google Ads,Content Marketing,Millennials,South America
47907.35,0.78,7.05,71641.0,35.82,74.43,Instagram,Content Marketing,Gen Z,Africa
61833.69,8.04,1.0,212198.0,22.17,84.23,LinkedIn,Lead Generation,Millennials,Asia
75633.45,2.08,9.78,212348.0,75.07,71.61,Facebook,Sales Promotion,Gen Z,Europe
75885.98,4.2,6.57,99729.0,17.99,94.97,Facebook,Brand Awareness,Millennials,Europe
58954.38,6.35,3.53,87472.0,63.19,60.52,Twitter,Content Marketing,Millennials,Europe
36630.4,8.66,8.57,324592.0,48.61,94.55,Facebook,Lead Generation,Millennials,Asia
30391.75,5.49,7.91,234427.0,69.76,74.13,Instagram,Sales Promotion,Gen Z,North America
39539.34,4.77,7.16,152415.0,43.96,82.7,Google Ads,Content Marketing,Gen X,Asia
76560.35,8.42,8.05,260252.0,55.6,76.82,Google Ads,Brand Awareness,Gen X,Africa
63925.55,6.8,8.8,245556.0,35.07,94.11,Instagram,Sales Promotion,Boomers,Asia
43424.92,4.75,8.69,55098.0,54.59,87.62,Google Ads,Content Marketing,Gen X,North America
31083.68,9.4,4.26,122549.0,36.83,66.28,Twitter,Sales Promotion,Gen Z,Africa
52940.43,2.63,8.37,118020.0,70.44,52.79,Instagram,Sales Promotion,Boomers,Africa
43286.32,9.64,9.89,235873.0,46.72,61.58,Facebook,Lead Generation,Millennials,Africa
44494.37,7.97,5.38,131557.0,36.46,52.37,Twitter,Sales Promotion,Millennials,Asia
47643.6,1.65,5.31,171587.0,45.58,50.62,Instagram,Brand Awareness,Gen Z,Africa
28257.7,8.31,1.7,146995.0,27.97,98.01,Google Ads,Lead Generation,Gen X,North America
81333.83,1.04,4.65,148909.0,13.82,79.63,Facebook,Sales Promotion,Gen X,Europe
32511.2,2.04,8.02,65163.0,35.17,50.49,LinkedIn,Lead Generation,Gen Z,Asia
73785.17,2.16,7.1,92963.0,37.1,71.29,LinkedIn,Content Marketing,Boomers,North America
42840.5,5.52,5.62,171019.0,33.83,59.38,Google Ads,Brand Awareness,Gen X,South America
83860.75,4.03,2.94,182052.0,42.54,63.09,Instagram,Lead Generation,Boomers,North America
18497.59,3.0,9.36,141094.0,17.0,94.84,Google Ads,Lead Generation,Gen Z,Europe
30876.17,2.31,2.41,141370.0,11.09,83.22,Twitter,Lead Generation,Boomers,North America
69893.74,7.95,5.37,239799.0,23.53,93.01,Facebook,Content Marketing,Gen X,Europe
21355.85,4.88,4.72,209588.0,30.95,97.98,LinkedIn,Sales Promotion,Millennials,Europe
53841.08,6.98,4.52,381936.0,57.09,90.12,Twitter,Sales Promotion,Boomers,Europe
60321.67,1.14,2.66,297858.0,50.59,62.35,Instagram,Sales Promotion,Gen X,Africa
56706.66,5.37,8.79,334788.0,30.6,94.69,LinkedIn,Content Marketing,Gen X,Africa
21458.81,5.13,6.86,-4067.0,77.92,73.09,Google Ads,Sales Promotion,Gen X,North America
65840.54,8.61,4.13,474515.0,70.6,66.74,LinkedIn,Lead Generation,Gen X,Asia
55910.3,0.8,3.58,345996.0,49.73,79.89,LinkedIn,Brand Awareness,Boomers,South America
46141.08,5.11,0.57,465392.0,58.63,92.95,Facebook,Sales Promotion,Millennials,North America
9267.73,3.49,7.58,253944.0,28.8,95.75,Instagram,Content Marketing,Gen X,Africa
22561.96,2.06,5.41,168253.0,64.38,78.49,Instagram,Content Marketing,Millennials,Africa
44236.98,4.8,7.26,343249.0,46.72,66.66,LinkedIn,Lead Generation,Gen X,Europe
62595.39,8.76,4.3,329139.0,77.18,78.98,LinkedIn,Content Marketing,Gen X,North America
50480.07,8.58,8.45,169221.0,31.89,84.63,LinkedIn,Brand Awareness,Gen X,Europe
20051.67,1.14,5.35,83598.0,30.99,59.13,Instagram,Lead Generation,Gen X,Europe
32170.87,4.86,5.16,298211.0,53.64,50.1,Twitter,Sales Promotion,Boomers,Europe
35504.08,4.94,8.47,31987.0,49.53,52.12,Twitter,Lead Generation,Gen X,Asia
48605.96,2.1,4.36,-24924.0,43.82,86.71,Instagram,Sales Promotion,Gen X,Africa
32066.89,5.22,1.27,105833.0,49.74,88.04,Facebook,Brand Awareness,Gen X,Africa
32572.49,5.92,3.6,261216.0,72.39,51.43,LinkedIn,Lead Generation,Gen X,Asia
44590.4,3.82,7.91,163281.0,24.5,99.08,Google Ads,Content Marketing,Gen X,Africa
52059.75,8.05,3.88,127986.0,64.93,54.37,Google Ads,Content Marketing,Millennials,North America
43835.45,1.72,3.02,332027.0,30.66,66.93,Facebook,Content Marketing,Boomers,North America
39260.83,4.15,7.21,172687.0,48.54,88.62,Twitter,Content Marketing,Gen X,Europe
24038.66,3.99,3.18,132260.0,71.69,89.18,LinkedIn,Sales Promotion,Gen Z,North America
48084.79,6.32,9.01,313657.0,12.48,91.87,Google Ads,Brand Awareness,Millennials,South America
34223.01,7.12,7.7,225481.0,36.71,91.45,Instagram,Sales Promotion,Gen Z,Africa
47351.25,8.13,1.64,153372.0,59.12,90.63,Instagram,Sales Promotion,Boomers,Europe
49458.25,7.79,8.52,178878.0,18.95,52.92,LinkedIn,Lead Generation,Millennials,South America
49321.96,8.11,2.72,176550.0,71.29,99.67,LinkedIn,Sales Promotion,Boomers,Africa
36726.38,4.98,2.66,279101.0,26.46,76.86,LinkedIn,Content Marketing,Millennials,South America
96733.3,5.03,8.74,259593.0,25.7,85.51,Facebook,Content Marketing,Gen Z,North America
99339.1,5.79,7.53,186814.0,60.06,59.22,Facebook,Brand Awareness,Gen X,Europe
68378.77,2.79,0.89,234993.0,73.25,55.27,Facebook,Sales Promotion,Boomers,Asia
55190.72,1.27,4.68,192460.0,57.94,91.58,Twitter,Content Marketing,Gen X,North America
30326.96,6.81,7.88,-31618.0,72.52,73.7,Google Ads,Brand Awareness,Gen X,South America
44876.14,5.7,6.8,165655.0,58.1,79.67,LinkedIn,Content Marketing,Boomers,Asia
68813.37,9.49,1.86,218140.0,77.17,87.2,Twitter,Brand Awareness,Millennials,Africa
15277.4,8.13,8.47,144099.0,49.93,54.51,Instagram,Brand Awareness,Millennials,South America
60504.16,3.93,9.16,119499.0,72.52,91.57,LinkedIn,Brand Awareness,Boomers,Europe
63468.21,6.95,3.12,331775.0,24.44,87.52,Twitter,Sales Promotion,Gen X,South America
42904.41,4.22,3.48,169559.0,33.91,65.6,LinkedIn,Brand Awareness,Gen X,South America
69404.59,6.72,8.08,146067.0,63.33,83.4,Twitter,Content Marketing,Boomers,Africa
28294.72,0.73,4.46,165214.0,17.6,53.82,Instagram,Lead Generation,Millennials,North America
72064.28,7.2,3.1,241429.0,78.16,89.08,Twitter,Content Marketing,Millennials,North America
72966.91,4.46,1.41,192582.0,57.1,67.43,Google Ads,Content Marketing,Gen X,North America
48624.85,2.87,5.86,278607.0,35.53,91.78,Google Ads,Content Marketing,Gen Z,South America
54636.16,3.62,7.05,158220.0,36.46,64.78,Facebook,Brand Awareness,Gen Z,South America
67930.42,6.55,4.99,224151.0,12.99,57.69,Google Ads,Brand Awareness,Gen X,South America
21516.57,8.71,8.04,258301.0,69.25,72.1,Google Ads,Content Marketing,Gen X,Africa
28362.4,1.67,4.13,188634.0,17.59,82.05,Twitter,Sales Promotion,Millennials,Europe
93557.73,2.48,4.78,248997.0,38.36,75.97,LinkedIn,Content Marketing,Gen Z,North America
45427.99,8.13,5.14,80849.0,66.73,91.93,Instagram,Content Marketing,Millennials,South America
49699.48,1.63,7.27,168010.0,15.07,99.31,Instagram,Sales Promotion,Boomers,South America
54141.44,0.99,1.34,166687.0,20.29,51.33,Instagram,Brand Awareness,Millennials,South America
37240.11,2.4,3.55,207512.0,30.45,96.21,Instagram,Sales Promotion,Gen X,Africa
48312.15,8.02,5.81,94468.0,60.12,74.95,Facebook,Brand Awareness,Gen Z,Asia
42246.39,0.7,9.35,132003.0,44.59,65.22,Instagram,Sales Promotion,Gen Z,Europe
22552.14,8.19,0.96,110909.0,29.98,81.4,LinkedIn,Brand Awareness,Millennials,South America
48126.14,8.68,8.72,231173.0,44.35,54.36,LinkedIn,Sales Promotion,Millennials,Europe
36773.03,3.28,4.55,247773.0,12.9,51.03,Twitter,Brand Awareness,Millennials,Africa
52978.09,7.99,9.8,320572.0,41.14,88.43,Instagram,Sales Promotion,Gen X,North America
80677.58,1.1,5.78,180200.0,44.2,73.55,Facebook,Brand Awareness,Gen Z,Africa
30449.5,3.73,6.96,87454.0,51.94,91.26,LinkedIn,Brand Awareness,Gen X,Africa
54338.76,5.78,8.75,275867.0,45.0,89.31,Twitter,Lead Generation,Boomers,Europe
25875.61,5.99,7.33,13074.0,40.79,91.28,Facebook,Content Marketing,Boomers,Europe
63634.42,1.85,3.63,168300.0,64.18,78.38,Twitter,Sales Promotion,Gen Z,South America
70043.92,3.41,6.32,282802.0,62.49,57.3,Instagram,Sales Promotion,Boomers,Asia
52928.68,9.55,5.02,184023.0,66.57,97.0,Instagram,Content Marketing,Boomers,South America
60371.77,8.72,9.46,411746.0,73.09,66.54,LinkedIn,Sales Promotion,Gen Z,North America
85151.96,9.68,2.9,355522.0,66.08,67.72,Facebook,Brand Awareness,Millennials,North America
93943.65,9.57,4.04,120913.0,50.72,93.24,Instagram,Lead Generation,Millennials,Africa
53696.14,4.22,3.3,303067.0,33.56,87.82,Twitter,Lead Generation,Millennials,North America
32542.42,3.4,4.9,118445.0,52.54,62.93,LinkedIn,Content Marketing,Millennials,North America
79774.6,8.24,5.41,82980.0,70.83,95.44,Google Ads,Lead Generation,Millennials,Europe
57237.88,1.36,5.4,242188.0,26.3,65.21,Twitter,Brand Awareness,Gen X,Asia
62775.57,8.43,2.78,256010.0,55.26,93.79,Google Ads,Sales Promotion,Gen Z,Africa
11846.91,9.33,1.4,279811.0,63.56,76.67,Instagram,Content Marketing,Gen Z,South America
45133.06,3.87,1.21,104206.0,72.39,72.1,Google Ads,Sales Promotion,Millennials,North America
68807.57,6.45,3.71,248513.0,30.58,96.83,Twitter,Lead Generation,Gen X,Africa
47737.17,5.16,7.64,284521.0,63.03,76.75,Google Ads,Sales Promotion,Gen X,Europe
22382.61,2.63,9.01,87640.0,65.47,95.94,LinkedIn,Lead Generation,Gen X,Africa
59870.23,8.46,5.93,93193.0,39.0,72.38,LinkedIn,Brand Awareness,Millennials,North America
45844.7,9.23,1.77,230702.0,50.46,82.68,LinkedIn,Brand Awareness,Gen Z,Europe
63372.4,4.03,8.44,345105.0,14.74,75.9,Facebook,Sales Promotion,Millennials,Asia
72186.74,9.89,0.61,225396.0,19.81,67.68,Twitter,Lead Generation,Millennials,North America
70880.54,8.83,0.87,304863.0,56.69,82.63,LinkedIn,Sales Promotion,Gen Z,Asia
38556.82,6.47,0.93,385430.0,53.57,83.31,Twitter,Brand Awareness,Gen Z,South America
70377.06,0.98,5.86,8124.0,36.32,54.2,LinkedIn,Content Marketing,Boomers,Asia
34694.63,9.14,3.04,311986.0,40.9,80.95,Twitter,Lead Generation,Gen X,South America
38273.2,5.3,1.55,151052.0,48.38,94.83,Google Ads,Content Marketing,Millennials,South America
81843.43,2.87,6.89,163392.0,57.57,83.76,Twitter,Content Marketing,Boomers,Africa
52744.55,5.37,1.49,427922.0,37.15,97.87,Google Ads,Sales Promotion,Gen Z,Asia
75004.83,6.14,5.53,265454.0,58.47,82.13,Instagram,Brand Awareness,Millennials,Asia
40329.05,4.1,4.87,172960.0,26.42,91.96,Google Ads,Lead Generation,Gen X,Asia
27887.5,5.7,8.25,152897.0,22.15,57.66,Twitter,Content Marketing,Gen X,South America
38458.01,1.36,1.7,317865.0,63.8,62.87,LinkedIn,Brand Awareness,Millennials,Europe
51512.03,1.56,6.66,256241.0,65.4,65.07,Facebook,Lead Generation,Boomers,Africa
38625.72,1.51,9.63,87688.0,18.04,55.23,Facebook,Lead Generation,Boomers,Asia
76781.9,4.76,2.27,243952.0,56.96,94.98,Google Ads,Content Marketing,Boomers,Asia
77056.82,4.81,3.9,213676.0,11.49,54.97,Google Ads,Lead Generation,Gen Z,Africa
27460.61,7.58,9.9,216402.0,63.11,51.0,LinkedIn,Content Marketing,Gen Z,North America
64912.36,2.39,7.09,324270.0,36.38,73.17,Instagram,Content Marketing,Gen Z,Asia
38678.29,1.11,1.39,179821.0,30.27,88.82,Instagram,Sales Promotion,Boomers,Africa
33631.66,6.48,5.38,84649.0,29.58,94.07,Google Ads,Lead Generation,Gen Z,South America
89184.12,4.53,9.55,218508.0,41.6,53.75,Facebook,Lead Generation,Gen Z,Africa
66637.71,1.85,4.77,189619.0,34.4,66.03,Google Ads,Sales Promotion,Millennials,Africa
35537.95,3.52,6.22,430728.0,29.98,52.62,Google Ads,Sales Promotion,Millennials,Asia
61324.6,9.02,9.86,231346.0,37.02,81.23,LinkedIn,Sales Promotion,Gen X,Europe
49868.87,4.62,6.12,393129.0,58.7,98.33,Twitter,Content Marketing,Millennials,Europe
32895.89,8.59,2.6,386640.0,23.95,93.13,Google Ads,Lead Generation,Millennials,South America
48744.33,1.25,9.08,183510.0,23.41,60.98,Facebook,Content Marketing,Boomers,Africa
22488.0,3.69,4.24,17101.0,29.24,68.24,Google Ads,Sales Promotion,Boomers,Africa
60322.45,6.45,2.84,-80311.0,34.77,74.94,LinkedIn,Sales Promotion,Boomers,Europe
96216.34,7.42,0.68,297506.0,34.24,59.28,Instagram,Sales Promotion,Millennials,Asia
28337.23,4.8,8.19,141286.0,21.93,81.64,LinkedIn,Lead Generation,Boomers,Africa
21344.77,4.57,2.27,136719.0,38.58,61.35,Facebook,Brand Awareness,Boomers,South America
40104.24,6.15,1.51,120438.0,66.28,71.12,Google Ads,Brand Awareness,Millennials,Asia
46692.28,7.78,8.41,168690.0,13.32,52.29,Google Ads,Content Marketing,Millennials,Europe
49229.64,1.39,6.67,170025.0,79.03,60.76,Google Ads,Sales Promotion,Gen Z,South America
40672.75,6.34,5.98,194644.0,26.51,50.81,LinkedIn,Lead Generation,Gen X,Europe
32401.37,3.6,4.33,93319.0,10.05,51.86,LinkedIn,Lead Generation,Gen Z,Asia
43506.33,9.87,8.07,70709.0,22.85,77.02,LinkedIn,Sales Promotion,Gen Z,North America
22455.51,5.67,7.29,28200.0,63.3,84.4,Facebook,Content Marketing,Gen Z,Africa
68884.15,3.43,8.45,277493.0,13.3,59.38,Twitter,Brand Awareness,Gen Z,Europe
25005.42,2.98,2.91,99175.0,17.39,53.85,Facebook,Brand Awareness,Boomers,South America
17150.74,9.12,6.1,336624.0,42.73,51.97,LinkedIn,Sales Promotion,Gen X,North America
43513.3,4.38,4.87,66139.0,60.83,99.62,Twitter,Sales Promotion,Gen Z,Africa
52805.83,9.81,9.94,54314.0,60.52,57.29,Google Ads,Lead Generation,Gen X,Asia
44259.52,3.34,9.68,134468.0,29.96,83.15,Instagram,Brand Awareness,Millennials,South America
56099.01,1.68,3.08,194912.0,42.11,90.0,Google Ads,Brand Awareness,Gen Z,Europe
57649.98,4.85,3.26,171288.0,22.04,90.44,LinkedIn,Brand Awareness,Boomers,Africa
73607.95,8.72,6.36,-847.0,13.73,96.0,Instagram,Content Marketing,Millennials,Africa
2788.49,3.83,6.5,115530.0,70.52,95.74,Google Ads,Content Marketing,Millennials,Europe
59707.61,9.78,5.19,175763.0,22.32,69.69,Twitter,Sales Promotion,Boomers,South America
48095.1,5.66,5.63,140379.0,48.29,56.54,Twitter,Lead Generation,Millennials,Asia
25384.9,8.46,9.42,285023.0,22.95,66.35,Instagram,Sales Promotion,Millennials,Asia
29281.73,1.54,1.77,63945.0,73.51,72.64,Facebook,Brand Awareness,Gen Z,North America
51786.34,2.15,8.89,146378.0,36.83,60.35,Twitter,Content Marketing,Gen Z,Asia
33145.35,3.67,8.04,107716.0,17.9,84.39,Twitter,Content Marketing,Gen Z,Europe
55628.33,4.11,5.2,343915.0,76.79,97.62,Google Ads,Brand Awareness,Gen Z,South America
61676.05,5.98,9.21,235884.0,30.44,57.96,LinkedIn,Content Marketing,Boomers,North America
48922.43,5.89,8.44,217763.0,12.58,81.85,Instagram,Brand Awareness,Gen Z,Europe
20071.0,8.45,7.0,179525.0,77.63,67.43,Twitter,Brand Awareness,Gen Z,Europe
46490.57,6.45,9.8,162705.0,76.84,66.89,Google Ads,Lead Generation,Millennials,Europe
66111.19,5.47,6.43,307921.0,58.59,59.08,LinkedIn,Content Marketing,Gen X,South America
28648.69,6.48,7.96,80318.0,28.71,80.07,Google Ads,Content Marketing,Gen X,North America
52993.21,3.39,7.75,151734.0,22.36,85.5,Twitter,Sales Promotion,Gen X,North America
47984.38,7.89,3.12,65409.0,68.51,58.11,Google Ads,Lead Generation,Millennials,North America
44396.01,4.29,2.22,242886.0,38.29,92.48,Instagram,Brand Awareness,Gen Z,Asia
76595.47,7.43,9.96,238757.0,43.67,55.85,Google Ads,Content Marketing,Gen Z,Europe
34192.98,7.16,7.99,367211.0,34.13,51.69,Facebook,Sales Promotion,Boomers,Europe
102904.7,6.8,5.54,-48692.0,57.48,97.21,Facebook,Content Marketing,Gen Z,South America
4595.79,5.01,1.73,295136.0,29.0,99.44,Facebook,Lead Generation,Millennials,Africa
43157.37,6.65,7.81,277847.0,14.36,86.11,Instagram,Lead Generation,Gen Z,Africa
72520.99,3.6,9.17,235282.0,12.95,62.08,Google Ads,Sales Promotion,Gen X,Asia
73356.69,4.77,5.4,120691.0,34.65,91.22,Instagram,Sales Promotion,Gen X,Europe
-7564.39,3.52,9.94,212448.0,55.75,66.66,Facebook,Content Marketing,Gen Z,Africa
43120.62,7.94,2.72,145743.0,68.97,51.85,Facebook,Brand Awareness,Boomers,Asia
37787.25,9.12,2.5,214119.0,57.42,98.0,LinkedIn,Content Marketing,Boomers,Asia
56586.81,5.29,8.4,-2082.0,29.12,67.25,LinkedIn,Content Marketing,Gen X,Europe
17190.94,5.61,3.96,145007.0,25.91,84.63,LinkedIn,Content Marketing,Boomers,Africa
55615.83,6.84,2.03,108514.0,53.84,66.4,LinkedIn,Content Marketing,Gen X,North America
66040.98,7.58,5.64,253333.0,23.61,68.35,LinkedIn,Sales Promotion,Gen Z,Africa
54509.46,6.61,7.21,311447.0,54.48,88.99,LinkedIn,Sales Promotion,Boomers,Africa
51733.53,9.23,3.26,200164.0,68.55,95.23,Instagram,Sales Promotion,Boomers,Africa
71838.42,3.52,1.52,314749.0,50.46,79.88,Twitter,Sales Promotion,Gen Z,South America
52022.33,5.57,7.03,524294.0,76.68,77.07,Twitter,Lead Generation,Millennials,Europe
43345.32,6.38,5.85,257102.0,71.63,75.92,Google Ads,Sales Promotion,Boomers,Africa
38900.95,4.62,3.77,163248.0,19.07,74.32,LinkedIn,Sales Promotion,Gen Z,South America
22727.72,7.62,0.66,222897.0,76.25,90.04,Google Ads,Lead Generation,Gen X,South America
47507.67,0.91,3.56,236929.0,63.01,59.81,Google Ads,Sales Promotion,Millennials,North America
70991.22,9.24,5.61,338523.0,79.87,56.75,Twitter,Brand Awareness,Millennials,Asia
50279.57,0.57,1.51,71695.0,41.77,52.46,Instagram,Sales Promotion,Gen X,South America
43053.51,5.55,8.23,218518.0,52.35,72.2,Twitter,Content Marketing,Gen X,Europe
69985.97,8.74,2.7,390507.0,33.26,81.62,Twitter,Sales Promotion,Boomers,Asia
37305.81,4.51,7.28,140972.0,30.65,66.01,LinkedIn,Lead Generation,Gen X,South America
48085.31,7.49,8.56,237983.0,39.17,57.85,Twitter,Sales Promotion,Gen X,Asia
26493.18,8.9,2.29,210643.0,36.05,64.07,Instagram,Brand Awareness,Gen Z,Europe
38603.7,3.1,4.49,381183.0,39.48,57.12,LinkedIn,Sales Promotion,Gen Z,Asia
23148.93,7.46,3.45,215958.0,15.96,86.86,Twitter,Brand Awareness,Gen X,Africa
61347.39,0.65,6.83,398267.0,60.57,56.02,Facebook,Lead Generation,Gen Z,North America
73222.8,9.33,2.34,170678.0,77.94,96.0,Instagram,Lead Generation,Gen X,North America
62476.6,3.19,5.16,345577.0,41.92,53.3,Twitter,Content Marketing,Boomers,Europe
83902.86,6.08,6.04,357640.0,69.33,63.03,LinkedIn,Sales Promotion,Millennials,Africa
86408.84,0.67,3.77,181069.0,14.58,77.62,Facebook,Content Marketing,Gen Z,North America
42908.86,1.59,8.85,63738.0,39.75,64.55,Facebook,Sales Promotion,Boomers,Africa
50752.63,6.68,6.52,312125.0,52.06,69.4,Facebook,Content Marketing,Gen Z,Europe
42211.31,1.68,4.96,80480.0,39.52,87.33,LinkedIn,Sales Promotion,Millennials,South America
57168.56,3.29,0.65,119176.0,12.96,93.3,Facebook,Brand Awareness,Millennials,Africa
94027.1,6.24,6.03,195116.0,72.21,51.24,Facebook,Lead Generation,Gen X,North America
11803.39,9.04,8.43,147831.0,62.48,68.69,Twitter,Lead Generation,Gen X,South America
23342.52,9.34,3.33,149041.0,58.57,66.95,Google Ads,Content Marketing,Millennials,Africa
71805.69,5.58,5.78,295616.0,61.1,50.08,Facebook,Content Marketing,Millennials,Africa
77571.28,5.83,8.26,119330.0,39.87,78.12,Facebook,Lead Generation,Gen Z,Asia
30642.52,5.67,7.5,264182.0,19.41,74.21,LinkedIn,Sales Promotion,Gen X,Africa
58405.91,7.12,7.33,93664.0,26.15,64.32,LinkedIn,Content Marketing,Gen Z,Asia
37707.33,7.34,8.68,219700.0,24.81,90.03,Twitter,Sales Promotion,Gen Z,North America
34715.58,9.41,5.0,5790.0,15.59,60.74,Facebook,Brand Awareness,Millennials,Europe
33680.94,1.71,4.05,214024.0,15.65,58.28,Facebook,Brand Awareness,Millennials,Asia
64909.01,1.61,7.68,132066.0,73.28,73.26,Twitter,Sales Promotion,Gen X,South America
50805.1,4.92,9.25,235537.0,17.99,94.54,LinkedIn,Lead Generation,Boomers,South America
26292.1,1.67,7.83,72326.0,61.25,75.8,Google Ads,Lead Generation,Gen Z,Europe
33412.2,7.11,6.48,78304.0,56.09,95.93,Instagram,Lead Generation,Gen Z,Europe
34601.89,9.76,1.07,264806.0,26.94,63.95,Twitter,Content Marketing,Millennials,Europe
86546.79,0.73,7.89,200165.0,31.26,63.35,Facebook,Sales Promotion,Boomers,Africa
35423.74,3.21,3.28,97965.0,76.7,58.44,LinkedIn,Content Marketing,Gen X,Europe
72191.08,6.03,5.38,176974.0,66.73,81.97,Google Ads,Sales Promotion,Boomers,North America
34772.01,2.08,2.09,263457.0,56.5,78.34,Twitter,Content Marketing,Boomers,Africa
27255.72,4.41,9.61,254527.0,40.3,66.35,Google Ads,Lead Generation,Gen X,Europe
39413.0,0.92,4.17,295516.0,28.49,61.78,Instagram,Brand Awareness,Boomers,North America
30728.13,1.52,7.26,174207.0,10.84,56.21,Google Ads,Sales Promotion,Gen Z,South America
51933.46,1.54,1.67,216558.0,61.18,72.66,Twitter,Sales Promotion,Millennials,Africa
69400.07,4.32,6.88,184394.0,21.14,63.63,Instagram,Content Marketing,Millennials,South America
